as-set,descr,members,mnt-by,last-modified,source,AS_count,cone,class
as-dcm-asset,"zagreb,croatia","as15994,as12810,as31012,as28766,asnik,as-vlt-hr,as34362,as35225,as35416,as38937,as42488,as43540,asing,as44306,as48372,as48794,as49498,as51989,as57004,as57785,as59786,as59866,as61995,as197521,as199433,as29647,as209174,as208764,as39416,as208983,as209463,as199401,as43394,as41121,as207348,as205607,as206997,as44260,as207514,as28862,as30841,as48567,as212453,as203876,as52152,as399443,as210485,as43009,as48256,as48797,as201850,as25045,as-metronet,as203254,as44330,as16477,as15719,as42679,as205818,as196622,as47107,as-vodatel,as-itsoftware,as29485,as31042,as63293,as210190,as51485,as49428,as203463,as41264,as21357,as31095",as12810-mnt,28-04-2023,ripe,73,109,0
as-openpeeringpeers,"allopenpeeringpeers,mlpaandbilateral","as-openpeeringmembers,as42,as112,as1126,as1140,as1200,as2686,as2818,as2914,as3209,as3303,as3333,as3856,as4589,as5089,as5410,as5462,as5466,as5524,as6067,as6327,as6461,as6553,as6728,as6730,as6774,as6939,as8210,as8262,as8342,as-rtcomm-amsix-exp,as8468,as8657,as8708,as8816,as9132,as9150,as12306,as12337,as12496,as12868,as12871,as13193,as13646,as13768,as15290,as15509,as15557,as15670,as16243,as16509,as18106,as20640,as20735,as20976,as21011,as21221,as21478,as22212,as22822,as24158,as24724,as-foreign,as25179,as30094,as30913,as31027,as31529,as31731,as33891,as34695,as34953,as35260,as36408,as39309,as45037,as46489,as57928,as-adelinovius,as-airspeed,as-ams-ix-rs,as-anders,as-aortanl,as-apple,as-arcorglobal,as-as29550,as-as29550-v6,as-asdasd,as-asnet,as-ate,as-ate-cust,as-atinet,as-avensys,as-awell,as-bandwidth,as-blatz,as-blatz-v6,as-booking,as-boundlesscomms,as-bsocom,as-c4l,as-carrier66,as-casemaisp,as-celeste,as-cerberusnetworks,as-citytelecom,as-claranet,as-claranet,as-coloclue,as-comx,as-connetu,as-cyberlink,as-datapipe,as-datatechuk,as-dialtelecom,as-dokom21,as-dstorage,as-emix,as-equinix-eu,as-equinix-fr,as-etop,as-eunetip,as-ewetel,as-exa,as-facebook,as-fastnet,as-fiber,as-fiber-tranzit-2,as-fiord,as-flagp,as-fortex,as-fortex6,as-freenetde,as-frontier,as-gbxs,as-gconnect,as-gipnl,as-global,as-gnet-kw,as-gtld,as-gts-ce,as-gyron,as-ha-vel-amsix,as-hansenet,as-hexanet,as-highwinds,as-hivane,as-hlkomm,as-hurricane,as-hurricanev6,as-iacd,as-idear4business,as-ikoula,as-internet4you,as-internet4you-v6,as-ip-max,as-inetbone,as-infostrada,as-internlnet,as-ip-man,as-ipercast,as-iphh,as-ipo,as-iptp,as-ipx,as-isppro,as-isprime,as-itps,as-ixreach,as-kcomspn,as-kdg,as-komplex,as-kpn,as-iunxi,as-kwaoo,as-lan,as-liecomtel,as-lncamsix,as-luxnetwork,as-mailru,as-manx,as-manda,as-mckay,as-microsoft,as-mistral,as-mns,as-mtnns,as-multiplay,as-muntinternet,as-mythic,as-naukanet,as-ncore,as-netcologne,as-netconnex,as-netguard,as-neuronnexion,as-newnet,as-nextlayer,as-nordunet,as-obit,as-opal,as-opencarrier,as-opencarrier,as-opencarrier6,as-opendns,as-opteamax,as-ornis,as-oteglobe,as-ovh,as-pacnet,as-pictura,as-plus,as-plusnetuk,as-proserve,as-proxad,as-pta,as-ptlu,as-qtel-set,as-rascom,as-retn,as-rdsnet,as-runnet,as-sarenet,as-sdtamsix,as-serverel,as-signet,as-soco,as-softlayer,as-solcon,as-sovam,as-speedxs,as-spxs,as-stratorz,as-suec-dacor,as-surfnet,as-surfnet,as-synergyworks,as-tachyon-eu,as-tango,as-teledatauk,as-ticch,as-tiera,as-tdde,as-telecitylon,as-telenor,as-tertiary,as-tmr,as-tnf,as-tng,as-transip,as-transquality,as-tsn,as-twig,as-unilink,as-unixsolutions,as-vectranet,as-versatel,as-viatel,as-virgin,as-vkontakte,as-vodafone,as-wavespeed,as-webex,as-wedare,as-wikimedia,as-wnet,as-yacast,as-yahooeu,as-zaingp,as12779,as-customers,as12779,as-customers-v6,as20773,as-hosteurope,as31712,as61955,as-colocationix,as9498,as-bharti-in,as-zensystems",openpeering-mnt,21-07-2015,ripe,281,49936,0
as-coltfr,coltfrance,"as8220,as15404,as2129,as2485,as3295,as3296,as3299,as3573,as4546,as8784,as8908,as9089,as9149,as9159,as10780,as11179,as12222,as12826,as-12878-cmc,as12906,as14398,as15422,as15436,as15543,as16077,as20541,as20585,as20710,as21000,as21033,as21093,as21094,as21137,as21203,as21208,as21433,as22330,as24711,as29150,as29322,as30761,as30919,as31328,as31635,as34294,as35344,as39495,as39855,as39899,as39944,as41473,as41728,as-3ds-emea,as42356,as43217,as43460,as43702,as43717,as43794,as-docaposte,as44786,as47150,as48017,as48026,as48702,as49137,as49463,as-dataxion,as50779,as51231,as51366,as51761,as52034,as53711,as54201,as56921,as59518,as59662,as59830,as59842,as60112,as60174,as197161,as197548,as-lacour,as198875,as198952,as199199,as199397,as199441,as200498,as200656,as200692,as201188,as201393,as201420,as201542,as201676,as201923,as202213,as203689,as204140,as204321,as-set-as204355,as204599,as204890,as205080,as205156,as205225,as205483,as206342,as206599,as206720,as207421,as208128,as208482,as210124,as210146,as211766,as212530,as213095,as213184,as-take2,as399714,as212198,as197778,as203400,as35315,as57348,as203065",colt-mnt,08-05-2023,ripe,130,140,0
as-ntx32,//douran,"as12608,as50113,as205125,as202335,as202010,as48262,as42229,as201130,as59467,as49612,as56447,as202546,as44145,as59504,as198310,as44050,as49335,as2118,as201115,as29632,as44446,as47970,as203049,as201183,as60091,as205090,as200429,as207083,as41359,as61400,as39134,as205233,as205230,as205228,as205211,as205210,as39888,as202485,as59528,as12695,as202484,as204154,as42533,as204843,as49075,as205121,as205122,as205123,as205078,as204997,as204984,as204968,as49606,as39510,as57009,as60456,as59528,as57009,as62033,as47255,as57028,as49791,as44516,as20655,as200959,as200972,as200975,as200936,as200954,as200957,as58269,as42513,as62079,as200737,as200740,as200775,as49195,as47885,as43897,as201765",mnt-ntx,22-07-2022,ripe,80,78,0
as-cloud-ix,cloud-ixbgpclients,"as51507,as-quantum,as12616,as198083,as198255,as199599,as200430,as201119,as203907,as204271,as204338,as204825,as205264,as206152,as206295,as206661,as206805,as207353,as207874,as208992,as211406,as211609,as29503,as34545,as34853,as35271,as41853,as41957,as42377,as42988,as43102,as43502,as43912,as44555,as47213,as47323,as47655,as48851,as49834,as50822,as51444,as51507,as52168,as58288,as59504,as60283,as60796,as62366,as64419,as-at-it,as-avk-com,as-biztel,as-cdnvideo,as-centroset,as-chudotel,as-cifratelecom,as-colo-back,as-complat,as-cstnet,as-datahouse,as-datapro,as-dhub,as-digcomm,as-domolan,as-eco,as-edunet,as-eserver,as-eurobyte,as-eut,as-expr,as-flex,as-fortex,as-gsyst,as-himkismi,as-imsys,as-intercom-technology,as-ivstar,as-krasnet-g2,as-lancraft,as-linetel,as-link-net,as-marynonet,as-masterbit,as-mastertel,as-mosinter,as-mosline,as-moyo,as-mstn,as-nconnect,as-net21,as-netcom-r,as-netline,as-newlinetelecom,as-nexttell-msk,as-ntx,as-opcom,as-osnova,as-premier-gc,as-reconn,as-regionsv,as-rim2000m,as-rtsnet,as-rucenter,as-rusteko,as-setkt,as-set-ln,as-set-procenter,as-sits,as-sky-en,as-skynetcom,as-slcloud,as-softvideo,as-st,as-starlnk,as-svols,as-svscomm,as-tinkoff,as-tionix,as-tmpk,as-tut,as-ugo,as-uniontel-ru,as-universumnet,as-utex,as-vermont,as-wellcomm,as199394,as199539,as201083,as201499,as204272,as204600,as205264,as207472,as209655,as210447,as210494,as211609,as34268,as34843,as39046,as42339,as42893,as44882,as47363,as47968,as57700,as60231,as60357,as60684,as60731,as61152,as62241,as-avantel-spb,as-beget,as-imaqliq,as-infobox,as-intelcomgroup,as-kolpinonet,as-mnt,as-nevalink,as-pakt,as-petrosvyaz,as-satnetspb,as-seanet,as-servermall,as-severen-telecom,as-st,as-timeweb,as-vmcity,as-cloud-ix-m,as29076",citytelecom-ripe-mnt,23-05-2023,ripe,172,12324,0
as-eurasiapeering_rs,eurasiapeeringinternetexchange,"as-cirex,as-cirex-ipv6,as-mastertel,as-mastertel6,as56864,as-netrack,as-gars,as-cloudflare,as-avelacom,as-avelacom6,as-naukanet,as-rosprint,as-dinet,as59986,as-bsh,as-citytelecom,as-citytelecomv6,as-slcloud,as-corpsoft,as-station,as-incapsula,as-mipt,as-eserver,as202009,as-zenlayer,as-setkt,as-cln,as-ubn,as-netassist,as-bigtelecom,as-bigtelecom-ipv6,as-rcpeers,as-max,as-netonerus,as-netplace,as-est,as-ugo,as-starlnk,as-trunkmobile,as31712,as-iphome,as-thefirst,as-tcenter,as-tcenter6,as-mtw,as-mtw6,as-ip-max,as-ip-max-v6,as-azrt-az,as-cdnvideo,as204720,as-rucenter,as8932,as-all,as-obit,as-arpnet61,as-lanta,as-sky-en,as-tel-net,as-tel-net-v6,as-tctel,as-tctel-v6,as-mmts,as-svcom,as-level-msk,as-gpm-tech,as-obtel,as-ural,as-fotontelecom,as-cstnet,as-netorn,as205442,as-sparktell,as-dl-world,as-dl-v6,as-metro-set,as-metro-set6,as-regionsv,as-rsmedia,as-si,as132203,as-tencent,as-pin,as-eut,as-imsys,as-stolica,as57073,as-mvm,as-eurotele,as-selectel-msk,as-rh,as-set-infoline,as-sigma-telecom,as-sigma-telecom-v6,as-set-stc-net,as-universumnet,as-universumnet-v6,as-milecom-rs,as-ivstar,as-uniontel-ru,as-pg19,as-fortex,as-lofisnet,as-speedyline,as-belpak,as50157,as-cnx-ekb,as-mstn,as-wtuc,as-mnogobyte,as-reconn,as-datapro,as-elhim,as-sbrf,as-umnyeseti,as49830,as-westlan,as-interactive3d,as-ramtel,as-metropeer,as-google,as-ktcpeers,as-mailru,as-icnet,as43518,as-50073,as-tut,as-premier-gc,as-transroute,as-microsoft,as-rosintek,as-gcore,as59718,as49675,as56528,as-cittel,as-hostglobalplus,as-iptp,as-yandex,as-ru-spacenet,as-fast_link,as-bigo-10122,as-quartz,as-sserv-ru,as-kinescope,as-rait-telecom,as208992,as-voentelecom,as201119,as-comiten,as-skynetcom,as-stormwall-set,as43297,as-megogo,as-ddos-guard,as-ss,as50471,as-sensys,as206295,as-artcon,as-dubrovka,as-ddestiny,as-softvideo,as-ru-intelecom,as-okko,as-dataforce,as-intelsvyaz,as-marynonet,as-team-host,as-prolinkmo,as57931,as48128,as-pcn,as-pcn-v6,as-milecom,as-opcom,as-masterhost-transit,as-plustelecom,as50889,as203806,as-ntx,as-transroute-2,as-link-net",ru-eurasiapeering-1-mnt,22-02-2022,ripe,183,15016,0
as-avantel-msk,jscavantel.moscowas-set,"as25227,as198728,as207561,as47819,as207295,as206407,as205712,as35770,as202752,as13165,as201555,as62221,as205495,as43523,as-3data-b17,as197526,as60672,as60017,as8507,as202537,as48219,as49017,as51641,as57596,as202674,as207104,as50338,as24774,as202673,as-caravan,as-relcom,as203524,as62108,as51292,as39167,as24613,as206392,as50687,as60062,as201996,as41428,as60099,as57628,as3200,as57157,as203746,as3181,as56619,as199825,as57314,as207867,as50545,as60748,as62450,as44164,as20702,as201252,as48755,as31183,as204238,as62295,as204036,as49271,as34851,as31600,as44014,as50197,as205966,as-ncport,as34277,as41258,as41745,as203831,as50341,as16094,as203766,as56877,as60102,as60017,as204311,as204305,as34155,as41122,as12679,as48399,as38971,as47857,as202361,as34327,as35119,as29258,as34327,as42377,as43678,as49189,as56495,as56564,as56666,as56881,as59624,as60511,as199089,as206256,as12679,as59601,as201800,as197062,as34411,as197235,as29470,as34706,as204173,as44039,as41217,as-linxdatacenter,as49698,as60600,as62010,as-eurobyte,as41388,as58139,as203004,as49729,as-3data-e2,as-unilink,as51213,as-3data_mr4,as49153,as-rusphone,as209973,as209476,as47307,as213041,as61141",ru-matrixtelecom-mnt,07-03-2023,ripe,134,315,0
as1200:as-ams-ix-peers,ams-ix(as1200)peers,"as42,as112,as286,as702,as714,as855,as1101,as1103,as1126,as1136,as1140,as1239,as1241,as1248,as1267,as1836,as2119,as2603,as2611,as2686,as2818,as2852,as2906,as2914,as3209,as3216,as3225,as3249,as3255,as3257,as3262,as3265,as3267,as3292,as3302,as3303,as3320,as3327,as3333,as3356,as3491,as3856,as4436,as4589,as4651,as4739,as4761,as4766,as4788,as5089,as5390,as5394,as5397,as5400,as5410,as5413,as5466,as5524,as5552,as5568,as5580,as5583,as5588,as5615,as5713,as6407,as6453,as6461,as6507,as6661,as6663,as6667,as6677,as6717,as6724,as6730,as6762,as6774,as6777,as6805,as6830,as6834,as6908,as6939,as7160,as7342,as7385,as8075,as8220,as8251,as8262,as8282,as8283,as8304,as8315,as8359,as8365,as8368,as8400,as8422,as8426,as8447,as8468,as8473,as8529,as8587,as8608,as8632,as8648,as8657,as8674,as8708,as8717,as8737,as8764,as8816,as8839,as8866,as8881,as8897,as8918,as8926,as8928,as8954,as8966,as9002,as9009,as9031,as9036,as9050,as9143,as9145,as9150,as9269,as9304,as9329,as9583,as10310,as12041,as12301,as12306,as12310,as12315,as12322,as12327,as12350,as12355,as12399,as12414,as12496,as12552,as12578,as12615,as12637,as12713,as12715,as12731,as12759,as12779,as12849,as12859,as12871,as12902,as12956,as12989,as13002,as13030,as13101,as13122,as13127,as13157,as13193,as13237,as13238,as13285,as13768,as14558,as15169,as15401,as15412,as15426,as15435,as15447,as15542,as15547,as15557,as15589,as15598,as15600,as15703,as15720,as15772,as15802,as15830,as15879,as16080,as16097,as16147,as16150,as16211,as16243,as16265,as16276,as16298,as16509,as16839,as17557,as18705,as19151,as20495,as20504,as20562,as20621,as20634,as20640,as20764,as20766,as20773,as20804,as20847,as20853,as20857,as20886,as20932,as20940,as20953,as20969,as21011,as21155,as21219,as21221,as21263,as21267,as21339,as21345,as21478,as22822,as23148,as23393,as24167,as24218,as24586,as24642,as24724,as24730,as24793,as24875,as24904,as24940,as24961,as25074,as25091,as25148,as25151,as25152,as25178,as25182,as25229,as25291,as25459,as25542,as25596,as26120,as26496,as26667,as26914,as27381,as28685,as28717,as28788,as28801,as28836,as28878,as28917,as29014,as29017,as29075,as29119,as29140,as29141,as29169,as29208,as29263,as29314,as29396,as29438,as29462,as29527,as29644,as29697,as29791,as30094,as30132,as30740,as30781,as30818,as30844,as30889,as30925,as30961,as31019,as31027,as31042,as31133,as31216,as31334,as31383,as31449,as31477,as31500,as31529,as31615,as31638,as31661,as32590,as32934,as33796,as33891,as33915,as33986,as34019,as34106,as34141,as34177,as34215,as34270,as34288,as34305,as34442,as34655,as34695,as34756,as34762,as34803,as34868,as34968,as35366,as35432,as35574,as35662,as35699,as35733,as35745,as36236,as36408,as36944,as37090,as37100,as38082,as38915,as39120,as39122,as39244,as39309,as39326,as39591,as39637,as39647,as39704,as39737,as39832,as39923,as39995,as40999,as41090,as41281,as41393,as41445,as41690,as41692,as41887,as41913,as42158,as42184,as42473,as42525,as42708,as42861,as43142,as43350,as43366,as43531,as43821,as44034,as44053,as44141,as44160,as44444,as44608,as44654,as44953,as45629,as46235,as46489,as46786,as47065,as47143,as47172,as47195,as47329,as47344,as47541,as47622,as47764,as47836,as47869,as47872,as48166,as48173,as48522,as48526,as48961,as49360,as49375,as49405,as49562,as49653,as49820,as50056,as50072,as50266,as50272,as50295,as50300,as50304,as50316,as50384,as50606,as50618,as50673,as50683,as50763,as50923,as50968,as51088,as51185,as51468,as51646,as51752,as51852,as51906,as53563,as53981,as56396,as56550,as56583,as56665,as56953,as57023,as57685,as57928,as58073,as58291,as59560,as60822,as61319,as61349,as62267,as62713,as132536,as196752,as196844,as197099,as197156,as197157,as197219,as197422,as197426,as197541,as197692,as197981,as197985,as198291,as198435,as198721,as198792,as199139,as199332,as199524,as199636,as199670,as199851,as199939,as199947,as200043,as200052,as202189,as262254",ams-ix-mnt,29-11-2022,ripe,488,488,0
as-golden,"hasivimst25,petachtikva,israel","as9116,as49501,as47770,as9071,as20800,as206039,as207591,as30383,as43181,as41714,as202940,as201415,as202597,as44846,as204831,as15643,as50079,as8948,as50237,as43194,as21145,as12517,as43165,as203276,as6888,as50865,as30744,as56596,as42925,as25888,as50365,as8944,as42994,as4148,as31092,as1628,as8934,as35758,as8376,as44060,as34583,as9038,as16061,as9079,as9038,as4983,as8894,as7762,as55256,as204814,as13073,as109,as12975,as12736,as9117,as61102,as199391,as12753,as12849,as8203,as8738,as15445,as16159,as12619,as12802,as48300,as49484,as39274,as8697,as-paltel,as-gcore,as5486,as21486,as16240,as8958,as43739,as8513,as12441,as25125,as8958,as12441,as31092,as35553,as25565,as31578,as34380,as12849,as34598,as35532,as12749,as5540,as34380,as41923,as41924,as8867,as42384,as25237,as3381,as44435,as44669,as44367,as47135,as47177,as47492,as44024,as43871,as20645,as47766,as47665,as44709,as25046,as43423,as48627,as34886,as35392,as12491,as12491,as-ipplanet,as49308,as6907,as49771,as28799,as50365,as50463,as22753,as51651,as197538,as31391,as12400,as57727,as198425,as49921,as196828,as14857,as20623,as198087,as15823,as714,as198484,as13035,as20800,as60590,as43842,as57259,as51385,as197012,as56914,as47155,as41264,as30866,as12257,as57727,as60933,as42475,as201093,as35016,as12988,as13093,as15976,as15526,as15708,as19239,as31417,as31162,as34852,as50081,as20841,as39213,as35541,as35435,as33802,as39159,as49794,as47461,as198773,as201073,as43438,as35142,as51587,as29410,as43514,as209028,as51825,as207605,as210208,as209622,as213176,as204257,as198949,as42316,as198986,as48851,as205650,as206531,as31898,as212466,as210371,as16158,as200107,as47961,as396259,as49069,as206446,as206446,as-cloudlease,as208905,as34919,as57259",as9116-mnt,29-05-2023,ripe,208,4003,1
as-eurotele,eurotele-plusllc,"as6768,as12397,as21376,as25553,as29475,as39065,as41871,as42723,as50981,as51121,as51216,as52045,as56404,as56428,as56485,as61101,as61988,as61997,as196939,as197278,as202353,as204889,as206326,as207506,as207889,as208515,as209002,as210442,as211332,as212392,as212621,as-apex,as-duna,as-el,as-elhim,as-flycom,as-gepard-world,as-lantelecom,as-lantelecom-any,as-limanet,as-magnus,as-metannet,as-sip-com,as-sds,as-sns,as-sns-slav,as-sobnet,as-soho-to-any,as-stsnet,as-th,as-thehost,as-ucma,as-vplus",eurotel-mnt,06-04-2023,ripe,53,392,0
as-green-ipv6-peers,toas-green-ipv6-peersannounceas-green-ipv6,"as174,as513,as559,as1103,as1126,as1200,as2603,as3303,as3327,as4635,as5430,as6730,as6830,as6772,as6939,as8075,as8312,as1126,as1299,as5580,as5577,as8075,as8312,as8365,as8368,as8781,as9002,as12414,as12573,as12634,as12859,as12871,as12902,as13030,as13237,as15169,as15469,as15479,as15598,as15623,as20932,as21221,as21371,as21385,as21392,as28878,as29222,as31252,as31383,as31529,as31736,as34224,as34288,as34309,as34695,as35366,as39704,as39912,as41692,as42476,as43821,as48885,as49983,as50997",as1836-mnt,30-10-2015,ripe,64,61,0
as-magyartelekom-peers,magyartelekom'speeringpartners,"as12301,as12558,as12594,as13004,as15169,as15467,as15471,as15545,as15555,as1955,as20530,as20722,as21229,as21294,as24745,as25311,as25467,as29278,as30904,as31204,as31219,as31313,as3340,as34279,as34517,as34711,as3549,as35818,as39107,as39669,as39737,as39758,as41571,as41885,as42285,as43376,as43443,as43711,as43764,as43890,as47148,as51438,as5483,as-bix,as5541,as5561,as64444,as6700,as6746,as6830,as6910,as8317,as8358,as8425,as8512,as8579,as8708,as8751,as8928,as8953,as9050,as-bt-eu,as-aorta",as5483-mnt,23-05-2022,ripe,63,22073,0
